Smiles,Molecule Name,Standard Value,Standard Units
FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc(C(=O)NC)ncc3)cc2)ccc1,,10000,nM
Clc1c(Cl)ccc2c(NC(=O)Nc3nc(C(F)(F)F)ccc3)ccnc12,,10000,nM
c1(c(-c2ccncc2)c[nH]n1)-c1ccccc1,,10000,nM
Clc1cc(F)c(-c2c(C(=O)N)cc(-c3nc(N)ncc3)[nH]2)cc1,,10000,nM
O=C(Nc1cc(NC(=O)c2ccc(N(C)C)cc2)ccc1)COc1cc2OC=CC(=O)c2cc1,,10000,nM
O=C(Nc1c2c([nH]cc2)ncc1)C1CCC(C(N)C)CC1,,2511.8899,nM
O=C1Nc2c(Nc3c1cccc3)cccc2,,50118.719,nM
O=C(N(C)C)c1n(Cc2ccccc2)nnc1-c1cc2c([nH]nc2)cc1,,10000,nM
O(CCc1cc2NC(=O)c3c(Nc2cc1)cc(-c1cc(OC)c(CC#N)cc1)cc3)c1ccc(N2CCOCC2)cc1,,10000,nM
O=C1NCc2c3c(n(CCC#N)c4c3cccc4)c3n(C)c4c(c3c12)cccc4,GO-6976,10000,nM
Clc1c2oc(Nc3ccc(-c4nn(C5CCC(OCCOC)CC5)c5ncnc(N)c45)cc3)nc2cc(C)c1,,10000,nM
FC(F)(F)c1c(F)ccc(NC(=O)Nc2ccc(-c3c4c(snc4)ccc3)cc2)c1,,10000,nM
O=C(Nc1c(C)cc(-c2c3c(C(=O)NC3)ccc2)cc1)Nc1cc(C)ccc1,,10000,nM
O=C(NCC1CCCCC1)c1sc2[nH]nc(-c3ccccc3)c2c1,,10000,nM
O(CC(O)CO)c1c(OC)cc(-c2cc3Nc4c(NC(=O)c3cc2)cc(CCOc2ccc(N3CCOCC3)cc2)cc4)cc1,,10000,nM
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c1ccc(CN2CCN(C)CC2)cc1,IMATINIB,10000,nM
S(=O)(=O)(N)c1cc(Nc2nc3n(-c4ccccc4)ccc3cn2)ccc1,,10000,nM
O=C(Nc1ccc(-c2c(C(=O)OC)c(C)n3N=CN=C(N)c23)cc1)Nc1ccccc1,,10000,nM
O=C(N(CCOC)C)c1n(Cc2ccccc2)nnc1-c1cc2c([nH]nc2)cc1,,10000,nM
Clc1c(Cl)ccc2sc(C(=O)N)c(NC(=O)c3ccc(C)cc3)c12,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CN(C)C)(C)C)ncc3)n3c(n2)C=NC=C3)cc1,,10000,nM
O=C(N)c1c2ncccc2cc(-c2cc(N)ccc2)c1,,10000,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1cc(-c2nc(N)ncc2)ccc1)CCCCN)CCCNC(=N)N,,4600,nM
O=C(N[C@@](C(=O)N)CCCNC(=N)N)[C@](NC(=O)CCCCCNC(=O)[C@](NC(=O)CCCCCNC(=O)c1ccc(C(=O)N)cc1)CCCCN)CCCNC(=N)N,,100000,nM
N(c1nc(-c2c3c([nH]c2)nccc3)ccn1)C1C(N)CCCC1,,501.19,nM
S(=O)(=O)(Nc1cc2nc(C)c(C)nc2cc1)c1ccc(N)cc1,,5011.8701,nM
S(C)c1c2c(NCCCO)ncnc2[nH]c1,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(N)ncnc4sc3)cc2)c(F)cc1,,10000,nM
Clc1c2Sc3c(N(C(=O)c4ccc(OC)cc4)c2cnc1)cccc3,,10000,nM
FC(F)(F)c1[nH]c(-c2nccc(Oc3cc4nc(Nc5ccc(C(F)(F)F)cc5)n(C)c4cc3)c2)nc1,RAF-265,10000,nM
Fc1c(F)cccc1-c1cc2c(NC(=O)CCC)n[nH]c2cc1,,10000,nM
Clc1cc2C(=O)c3c(C(F)(F)F)nn(C)c3N(O)c2cc1,,10000,nM
O(C)c1c(OC)cc2c(c3C(=O)NC(=O)c3nc2)c1,,10000,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3nc[nH]c-4nccc3-4)CC2)CCO)cc1,CAPIVASERTIB,8,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CO)cc1,,40,nM
O=C(Nc1nc(OCC)c(C#N)c(N)c1)C,,10000,nM
Fc1c(F)cccc1C(=O)Nc1cnc2[nH]cc(-c3ccccc3)c2c1,,10000,nM
Fc1cc(C(=O)NCc2ccc(-n3c(-c4c(N)nccc4)nc4c3nc(-c3cc(NC(=O)C)ccc3)cc4)cc2)ccc1,,170,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCC(F)(F)F)cc1,,798,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CN)cc1,,45,nM
S(=O)(=O)(C)c1c(OC)cc(CC(=O)Nc2nc(OCC)c(C#N)c(N)c2)c(OC)c1,,9500,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,170,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)[C@]2NCCC2)cc1,,5,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCOC)cc1,,13,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@@](F)C[C@@](C)c34)CC2)CNC(C)C)cc1,,23,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4c3C(C)(C)CC4)CC2)CNC(C)C)cc1,,2000,nM
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,ERLOTINIB,10000,nM
N(c1nc(C=Cc2ccccc2)nc(N2CCN(C)CC2)c1)c1n[nH]c(C)c1,,10000,nM
O=C(Nc1cc(C)ccc1)Nc1cc2c(-c3c4c(N)ncnc4sc3CC2)cc1,,10000,nM
Clc1ccc(-c2c(O)c(CNC(=O)C(F)(F)F)cc(Nc3nc(N)ncn3)c2)cc1,,3981.0701,nM
ClC1=C(Nc2ccccc2)C(=O)NC1=O,,25118.859,nM
O(C)c1c(Oc2ccccc2)ccc(Nc2ncnc3c2cc(-c2ccc(CN4CC5C(CO)C5C4)cc2)cc3)c1,,10000,nM
O=C(NC1CCCCC1)c1cc(OC)c(Nc2nc3N(C(CC)C(=O)N(C)c3cn2)C2CCCC2)cc1,,10000,nM
OC(C#Cc1nc(CN)cc2n(CC)c(-c3c(N)non3)nc12)(C)C,,70,nM
O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cc(OC)ccc1,,10000,nM
O=C(Nc1n[nH]cn1)c1cc2c(C)c(C)n(Cc3ccccc3)c2cc1,,6309.5698,nM
O=C1C(=O)C(Nc2ccncc2)=C1NCc1cc(C)c(C)cc1,,10000,nM
O(C)c1cc2C(=Cc3nc[nH]c3)C(=O)Nc2cc1,,10000,nM
Fc1ccc(NC=2C(NCCCC)=NS(=O)N=2)cc1,,10000,nM
O=C(Nc1ccc(C)cc1)Nc1ccc(-c2c3c(N)ncnc3oc2)cc1,,10000,nM
Fc1c(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c(F)ccc1,,10000,nM
S(c1nc(Nc2n[nH]c(C)c2)cc(N2CCN(C)CC2)n1)c1ccc(NC(=O)C2CC2)cc1,TOZASERTIB,10000,nM
Clc1c(-c2n(C)ncc2)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)s1,,25.120001,nM
Brc1c(n(C)nc1)-c1c(Cl)sc(C(=O)N[C@](CN)Cc2cc(F)ccc2)c1,,25.120001,nM
Brc1c(n(C)nc1)-c1c(Cl)sc(C(=O)N[C@](CN)Cc2cc(C(F)(F)F)ccc2)c1,,25.120001,nM
Brc1c(n(C)nc1)-c1c(Cl)sc(C(=O)N[C@](CN)Cc2ccc(F)cc2)c1,,25.120001,nM
O=C(Nc1cc2NCC(C)(C)c2cc1)c1c(NCc2ccncc2)nccc1,MOTESANIB,10000,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2,MK-2206,65,nM
Fc1cc(F)cc(NC(=O)Nc2ccc(-c3c4c(N)noc4c(OC)cc3)cc2)c1,,10000,nM
S(Cc1ccccc1)c1[nH]nc(-c2ccncc2)n1,,10000,nM
O=C(NC(C)c1cc(OC)ccc1)c1sc(-c2ccncc2)nc1,,7943.2798,nM
Fc1c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)cc(C)cc1,,10000,nM
O=C(Nc1cc(C)cc(C)c1)Nc1ccc(-c2c3c(N)nsc3ccc2)cc1,,10000,nM
Fc1c(-c2c(-c3nc(NCCC(O)(C)C)ncc3)n3c(C(C)=NC=C3)n2)ccc(F)c1,,10000,nM
O(C)c1cc(Nc2ncnc3c2cccc3)ccc1,,10000,nM
O=C1Nc2c(Nc3c1cc(C)cc3)cccc2,,50118.719,nM
O=C(Nc1ccc(OC(C)C)cc1)N1CCN(c2ncnc3c2cc(OC)c(OCCCN2CCCCC2)c3)CC1,TANDUTINIB,10000,nM
O=C(Nc1cc(C=Cc2ccncc2)cnc1)C(N)Cc1c2c([nH]c1)cccc2,,398.10999,nM
FC(F)(F)c1cc(C(F)(F)F)cc(-c2c3c(sc(C(=O)N)c3)cnc2)c1,,10000,nM
O=C(Nc1c(C)cccc1)Nc1ccc(NC(=O)c2c3c(N)ncnc3sc2)cc1,,10000,nM
Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,LAPATINIB,10000,nM
O=C(O)c1c(Nc2nc(Nc3cc(O)ccc3)ncc2)cccc1,,10000,nM
O(C[C@@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,GSK-690693,9,nM
Brc1ccc(/C=C/CNCCNS(=O)(=O)c2c3c(cncc3)ccc2)cc1,,200,nM
O=C(NC(C)c1cc(OC)ccc1)c1sc(c(C)c1)-c1cc2c(C)n[nH]c2cc1,,10000,nM
Fc1c(Nc2nc3NC(=O)C(C)(C)Oc3cc2)nc(Nc2cc(OC)c(OC)c(OC)c2)nc1,R-406,10000,nM
S(=O)(=O)(N)c1c(CNC(=O)c2nc(OCC)c(C#N)c(N)c2)cccc1,,10000,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)N=C(Cc5ccc(O)cc5)C(=O)N4)cc3)CC2)c2c(N1)cccc2,,50000,nM
Clc1c(CCNC(=O)c2sc(-c3nc(NC)ncc3)cc2)cccc1,,2900,nM
Clc1c(C[C@](NC(=O)c2sc(-c3nc(NC)ncc3)cc2)CO)ccc(Cl)c1,,280,nM
O=C(OCC)c1cc2c([nH]c3C(=O)NCCc23)cc1,,10000,nM
O=C(NC(CO)c1ccccc1)N1CC=C(c2c3c([nH]c2)nccc3)CC1,,6309.5698,nM
O=C1C(=O)C(Nc2nc(Nc3cc(C)ccc3)ncc2)=C1NC(C(C)(C)C)C,,10000,nM
O=C(Nc1cc(C)cc(C)c1)Nc1ccc(NC(=O)c2c3c(N)ncnc3sc2)cc1,,10000,nM
Oc1n(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc(O)c(CC(C)C)n4)cc3)CC2)c2c(n1)cccc2,,50000,nM
O(C[C@](N)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,GSK-943949A,17,nM
NCCn1c2c(c(-c3cc(-c4sc5c(c4)cccc5)c4[nH]ncc4c3)c1)nc(N)nc2,,1100,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,10,nM
S(=O)(=O)(N1CCN(CCCCCCCC(=O)N[C@@](C(=O)NCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCCN)CCC1)c1c2c(cncc2)ccc1,,7100,nM
FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(N)ncnc4oc3)cc2)c(F)cc1,GW770249X,17378.01,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCF)cc1,,21,nM
Brc1cnc2n(c(-c3c(N)nccc3)nc2c1)-c1ccc(CNC(=O)c2ccccc2)cc1,,10000,nM
O(CC1CCNCC1)c1c2n(CC)c(-c3c(N)non3)nc2cnc1,,380,nM
Oc1cc(Nc2c3c([nH]c4c3cccc4)ncc2)ccc1,,10000,nM
O=C(NCCc1ccc(OC)cc1)c1sc(-c2nc(NC)ncc2)cc1,,25000,nM
Clc1c(CCNC(=O)c2sc(-c3nc(NCCC)ncc3)cc2)ccc(Cl)c1,,25000,nM
Clc1c(CCNS(=O)(=O)c2sc(-c3nc(NC)ncc3)cc2)ccc(Cl)c1,,25000,nM
O=C(O)c1n(CCCOc2c3c(ccc2)cccc3)c2c(c1-c1c(C)cccc1)cccc2,,10000,nM
c1(-c2cc3c([nH]nc3)cc2)nc2n(c1)C=CC=N2,,10000,nM
C(c1noc(-c2cc3c([nH]nc3)cc2)c1)c1ccccc1,,10000,nM
O=C1NCc2c3c4n([C@]5(C)[C@@](O)(CO)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,LESTAURTINIB,6200,nM
O(C[C@]1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,,9,nM
Fc1cc(Oc2c3c(sc(C(=O)N)c3)cnc2)ccc1,,10000,nM
O(CCCC)c1ncnc2[nH]cc(-c3ccccc3)c12,,10000,nM
FC(F)(F)c1cc2c(NC(=O)Nc3nccnc3)ccnc2cc1,,10000,nM
O=C(Nc1ccccc1)Nc1ccccc1,DIPHENYLUREA,63095.73,nM
O(C)c1cc(C=C2C(=O)NC(=Nc3ccccc3)S2)ccc1,,10000,nM
S(=O)(=O)(NCCNCCCCCCCC(=O)N[C@@](C(=O)NCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCCNC(=O)Cc1cc2C(C)(C)C=3N(c2cc1)CCC1OC2C(C=4C(C)(C)c5c([N+]=4CC2)ccc(S(=O)(O)=C)c5)=CC=31)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)CCCNC(=N)N)c1c2c(cncc2)ccc1,,16,nM
S(=O)(=O)(N1CCN(CCCCCCCC(=O)N[C@@](C(=O)NCCCCCC(=O)N[C@@](C(=O)N[C@@](C(=O)N)CCCNC(=N)N)CCCNC(=N)N)CCCCN)CCC1)c1c2c(cncc2)ccc1,,9120.1104,nM
O=C(Nc1cc(C)ccc1)Nc1ccc(C2=C(N)n3ncc(-c4cn(C)nc4)c3N=C2)cc1,,10000,nM
O=C(NCc1cnccc1)c1nc(OCC)c(C#N)c(N)c1,,10000,nM
S(=O)(=O)(N(C)C)c1c(-c2cc3Nc4c(NC(=O)c3cc2)cccc4)cccc1,,10000,nM
O(c1cc(C=Cc2ccncc2)cnc1)C1CNCC1,,10000,nM
N(c1nc(-c2c(C)nc(N)s2)ccn1)c1ccc(N2CCOCC2)cc1,CYC-116,10000,nM
Clc1c(Nc2c(C(=O)NC)cccc2)nc(Nc2c(OC)cc(N3CCOCC3)cc2)nc1,,10000,nM
Clc1c(-c2c(-c3[nH]c(C)cn3)cnc(NCCNc3ncc(C#N)cc3)n2)ccc(Cl)c1,LADUVIGLUSIB,10000,nM
S(Cc1nc2n(c1)C=CC=C2)c1n2-c3c(C(C)=Cc2nn1)cccc3,,10000,nM
O=C1n2nc(-c3ccncc3)nc2-c2c(sc3c2CCCC3)N1,,10000,nM
Nc1ncc(C=Cc2[nH]c3c(n2)cccc3)c2scc(-c3ccc(N)cc3)c12,,10000,nM
FC(F)(F)c1cc(NC(=O)Nc2c3c(ncc2)cc(OC)cc3)ncc1,,10000,nM
OCC(Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)CC,(RS)-ROSCOVITINE,10000,nM
Clc1c(CNC=2C(=O)C(=O)C=2Nc2cc3c([nH]nc3)cc2)ccc(Cl)c1,,10000,nM
O=[N+]([O-])c1cc(C(=O)Nc2n(CCCO)c3c(n2)cc(OC(=O)C(C)(C)C)cc3)ccc1,,10000,nM
Clc1ccc(C(=O)Nc2cc3[nH]ncc3cc2)cc1,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(NC)=NC=C3)n2)cc1,,10000,nM
Fc1ccc(-c2c(-c3nc(NCC(CO)(C)C)ncc3)n3c(C(C)=NC=C3)n2)cc1,,10000,nM
Brc1c2sc3C(=O)OC(C)=Nc3c2c(Cl)cc1,,10000,nM
FC(F)(F)c1ccc(Oc2c3c(sc(-c4oc(C)nn4)c3)cnc2)cc1,,10000,nM
Clc1c(OCC(O)CO)cc2OCCCCCOc3c(C#N)ncc(n3)NC(=O)Nc2c1,,10000,nM
N(C(C)C)c1n[nH]c2c1cc(N)cc2,,25118.859,nM
O=C(N)c1sc2c(c(-c3ccccc3)cnc2)c1,,6309.5698,nM
Oc1cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)ccc1,PI-103,10000,nM
Clc1c(C=Cc2ccncc2)cc(OCC(N)C)cn1,,10000,nM
Clc1cc2C(c3c(F)cccc3F)=NCc3c(nc(Nc4ccc(C(=O)O)cc4)nc3)-c2cc1,MLN-8054,10000,nM
Clc1cc(C)c(NC(=S)NNC(=O)C(O)(c2ccccc2)c2ccccc2)cc1,,251.19,nM
Fc1ccc(-c2c3c(sc(C(=O)N)c3)cnc2)cc1,,10000,nM
Clc1c2c(Nc3ccccc3)ncnc2sc1,,10000,nM
Clc1c2[nH]nc(N)c2ccc1,,100000,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)NC(CN)Cc2ccccc2)c1,,3,nM
O(C[C@@](N)Cc1c(C#N)[nH]c2c1cccc2)c1c(N)nc(c(-c2nc3c(C)n[nH]c3nc2)c1)-c1c(C)occ1,,1,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)ncc(-c5cn(C)nc5)c4sc3)cc2)ccc1,,10000,nM
O=C(Nc1nocc1)c1cc(Nc2ncnc3n(-c4ccccc4)ncc23)c(C)cc1,,10000,nM
C(n1nnc2c1cccc2)c1nnn(-c2cc3c([nH]nc3)cc2)c1,,10000,nM
Fc1c(OC2=NC=Nn3c2c(C)c(OC[C@](O)C)c3)ccc2[nH]c(C)cc12,BRIVANIB,10000,nM
O=C(N1C[C@](N)CC1)c1c2n(CC)c(-c3c(N)non3)nc2cnc1,,1290,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NC[C@](O)CN4CCOCC4)c(C)[nH]3)/C(=O)Nc2cc1,SU-014813,10000,nM
O=C(Nc1n(-c2ccc(C)cc2)nc(C(C)(C)C)c1)Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2,DORAMAPIMOD,30000,nM
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,ERLOTINIB,10000,nM
O=C(NCCNC)c1c2n(CC)c(-c3c(N)non3)nc2cnc1,GW876790X,1410,nM
Clc1c(CCCO)cc2OCCCCCOc3c(C#N)ncc(n3)NC(=O)Nc2c1,,10000,nM
O(CCOC1CCC(n2nc(-c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c3c(N)ncnc23)CC1)C,,10000,nM
O=C(CO)N1CC(N(C)c2ncnc3[nH]ccc23)C(C)CC1,,10000,nM
O=C(Nc1nccnc1)Nc1c2c(ncc1)cccc2,,10000,nM
Clc1c(C=2Oc3c(c(O)cc(O)c3C(=O)C=2)C2C(O)CN(C)CC2)cccc1,,10000,nM
O(C)c1c(O)cc(C=C2C(=O)NC(=Nc3ccccc3)S2)cc1,,10000,nM
FC(F)(F)Oc1ccc(-c2cc3c(C4=CCNCC4)c[nH]c3cc2)cc1,,10000,nM
Clc1c(CCNCc2sc(-c3nc(NC)ncc3)cc2)ccc(Cl)c1,,5200,nM
Fc1cc(CN2C(=O)/C(=N\O)/c3c2cc(C)cc3)c2OCOCc2c1,,30000,nM
O(C[C@@](N)Cc1c2c([nH]c1)cccc2)c1c(C)nc(c(-c2nc3c(C)n[nH]c3nc2)c1)-c1cocc1,,10,nM
OC(C)(C)c1ccc(-c2c(CC)c3nccnc3[nH]2)cc1,,10000,nM
O=C1N(C2CCN(Cc3ccc(C4=C(c5ccccc5)N=C(C)C(=O)N4)cc3)CC2)c2c(N1)cccc2,,33100,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc(-c4n[nH]nn4)cc5)cc3)CC2)c2c(N1)cccc2,,1613,nM
Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/CN(C)C)c(OCC)c3)c1,NERATINIB,30000,nM
O(c1c(C)cc(Nc2ncnc3c2cc(NC=2OCC(C)(C)N=2)cc3)cc1)C1=Cc2n(ncn2)C=C1,TUCATINIB,30000,nM
FC(F)(F)C(C)(C)c1nccc(-c2c(C)nc(NC(=O)N3[C@](C(=O)N)CCC3)s2)c1,ALPELISIB,30000,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc4[nH]cnc4c5)cc3)CC2)c2c(N1)cccc2,,2200,nM
O=C(NCCc1ccc(C)cc1)c1sc(-c2nc(NC)ncc2)cc1,,25000,nM
Brc1ccc(CCNC(=O)c2sc(-c3nc(NC)ncc3)cc2)cc1,,2600,nM
O=C1NCc2c3c4n([C@]5(C)[C@](OC)[C@](NC)C[C@@](O5)n5c4c(c4c5cccc4)c12)c1c3cccc1,STAUROSPORINE,0.63999999,nM
O(C[C@@](N)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1,GSK-938890A,49,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc4[nH]cnc4c5)cc3)CC2)c2c(N1)cccc2,,2200,nM
O(C[C@@](N)Cc1ccccc1)c1cc(-c2cc3c(C)n[nH]c3cc2)cnc1,,180,nM
Brc1ccc(/C=C/CNCCNS(=O)(=O)c2c3c(cncc3)ccc2)cc1,,662,nM
O=C(N)CCCCCNC(=O)[C@@]1[C@@](O)[C@@](O)[C@](n2c3ncnc(N)c3nc2)O1,,1000000,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc4c([nH]nc4)c5)cc3)CC2)c2c(N1)cccc2,,2400,nM
Clc1c(Cl)ccc(COc2ccc(CN3CC(C(=O)O)C3)cc2)c1,,10000,nM
F[B-]1(F)[N+]2=C(CCC(=O)NCCOCCOCCOCCN[C@]3[C@@](OC)[C@]4(C)O[C@@](n5c6c7n4c4c(c7c7c(C(=O)NC7)c6c6c5cccc6)cccc4)C3)C=CC2=Cc2c(C)cc(C)n12,,749,nM
O=C(CC#N)N1C[C@](N(C)c2ncnc3[nH]ccc23)[C@](C)CC1,TOFACITINIB,10000,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NC[C@](O)CN4CCOCC4)c(C)[nH]3)/C(=O)Nc2cc1,SU-014813,10000,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCOC)cc1,,100,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCNS(=O)(=O)C)cc1,,30,nM
Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCCN2CCCCC2)cc1,,10,nM
O=C(NC(C)c1cc(OC)c(OC)cc1)C1(N)CCN(c2ncnc3[nH]ccc23)CC1,,2893,nM
S(=O)(=O)(C)c1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C)cc1,,756,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C)cc1,,16,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CN(C(C)C)C)cc1,,28,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC2CCCCC2)cc1,,7,nM
Oc1n(C2CCN(Cc3ccc(-c4c(-c5ccccc5)nc5c(n4)cc(-c4nn(C)nn4)cc5)cc3)CC2)c2c(n1)cccc2,,50000,nM
O=C(Nc1nc(OCC)c(C#N)c(N)c1)C,,9500,nM
S(=O)(=O)(C)c1c(OC)cc(CC(=O)Nc2nc(OC(C)C)c(C#N)c(N)c2)c(OC)c1,,9500,nM
O=C(Nc1c(N(CCN(C)C)C)cc(OC)c(Nc2nc(-c3c4c(n(C)c3)cccc4)ccn2)c1)C=C,OSIMERTINIB,30000,nM
P(=O)(O[C@]1[C@](OC)C[C@](C[C@@](C)[C@]2OC(=O)[C@]3N(C(=O)C(=O)[C@@]4(O)[C@](C)CC[C@](O4)C[C@](OC)/C(/C)=C/C=C/C=C/[C@@](C)C[C@@](C)C(=O)[C@](OC)[C@](O)/C(/C)=C/[C@@](C)C(=O)C2)CCCC3)CC1)(C)C,RIDAFOROLIMUS,30000,nM
S(c1n2N=C(c3cn(C)nc3)C=Cc2nn1)c1cc2c(nccc2)cc1,SGX-523,30000,nM
N#CC[C@@](n1ncc(-c2ncnc3[nH]ccc23)c1)C1CCCC1,RUXOLITINIB,30000,nM
Clc1c(F)c(Nc2ncnc3c2cc(OC)c(OCC2C[C@@]4[C@@](CN(C)C4)C2)c3)ccc1Cl,TESEVATINIB,30000,nM
O=C(N)c1cc2c(-c3c(-c4nc(C)ccc4)nn4c3CCC4)ccnc2cc1,GALUNISERTIB,30000,nM
Clc1c(Nc2[nH]nc(C)c2)nc(N[C@@](C)c2ncc(F)cn2)nc1,AZD-1480,30000,nM
O=C1N(C2CCN(Cc3ccc(-c4c(-c5ccccc5)cc(-c5[nH]nnn5)cn4)cc3)CC2)c2c(N1)cccc2,,50000,nM
Clc1c(C[C@](NC(=O)c2sc(-c3nc(NC)ncc3)cc2)CCN)ccc(Cl)c1,,27,nM
Brc1c(-c2c3c([nH]cc3)ncc2)sc(C(=O)N[C@](CN)CC2CCCCC2)c1,,3,nM
Clc1cc2C(c3ccc(F)cc3)=C(C(=O)/C=C/c3[nH]c4c(n3)cc(F)c(F)c4)C(=O)Nc2cc1,,1640,nM
Clc1cc2C(c3ccccc3)=C(C(=O)/C=C/c3[nH]c4c(n3)cc(C)cc4)C(=O)Nc2cc1,,1640,nM
Fc1cc(NC(=O)Cc2[nH]nc(Nc3ncnc4c3ccc(OCCCN(CCO)CC)c4)c2)ccc1,AZD-1152-HQPA,10000,nM
Fc1cc(NC(=O)Nc2ccc(-c3c4c(N)nccc4sc3)cc2)ccc1,,10000,nM
Brc1nc(NC(=O)Nc2c3c(ncc2)cc(OC)cc3)ccc1,,10000,nM
O=C(O)c1c(CCCOc2c3c(ccc2)cccc3)c2c(c(-c3c(C)n(C)nc3C)ccc2)[nH]1,,10000,nM
O=C(Nc1ccncc1)C1CCC(C(N)C)CC1,,10000,nM
S(C)c1c(CNc2nc(NCC3CCC(CN)CC3)c([N+](=O)[O-])cn2)cccc1,,10000,nM
