Smiles,Molecule Name,Standard Value,Standard Units
O=C1c2c3c([nH]c2C(C)(C)c2c1cc(CC)c(N1CCC(N4CCOCC4)CC1)c2)cc(C#N)cc3,ALECTINIB,30000,nM
S(=O)(=O)(CC)N1CCN(c2ccc(Nc3nc(NC4CC4)c(C(=O)N)cn3)cc2)CC1.Cl,Cerdulatinib Hydrochloride,30000,nM
Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C)c(NC(=O)OC[C@]2NCCOC2)c4)c3)ccc1,AC-480,30000,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)s1,AFURESERTIB,7,nM
P(=O)(OCCCCCCCCCCCCCCCCCC)(OC1CC[N+](C)(C)CC1)[O-],PERIFOSINE,30000,nM
N(c1ncnc2c1cc1OCCOCCOCCOc1c2)c1cc(C#C)ccc1,ICOTINIB,30000,nM
O=C1N(C)c2c(OC[C@@]1N1C(=O)c3nn(Cc4ccccc4)cc3CC1)cccc2,TP-030-1,1000,nM
O=C(N)c1nn(C)c2-c3nc(Nc4c(OC)ccc(N5CCN(C)CC5)c4)ncc3CCc12,NMS-1286937,30000,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4cc(N)ccc4)ccc3n2)cccn1.Cl,,9,nM
NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2ncc(C)c3)cc1.Cl,,10000,nM
NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2nc(-c2ccccc2)cc3)cc1.Cl,,430,nM
OC1(C)CC(c2n3c(c(-c4cc5nc(-c6ccccc6)ccc5cc4)n2)C(N)=NC=C3)C1,LINSITINIB,30000,nM
S=C(NC(=O)Cc1ccc(F)cc1)Nc1cc(F)c(Oc2c3sc(-c4ncc(CNCCOC)cc4)cc3ncc2)cc1,GLESATINIB,30000,nM
O=C([C@@](O)C)N1CCN(Cc2c(C)c3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,APITOLISIB,30000,nM
O=C1NC(=O)C=2c3c4c(n(c3)CCO[C@](CN(C)C)CCn3c5c(c(c3)C1=2)cccc5)cccc4,RUBOXISTAURIN,30000,nM
Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1,LAPATINIB,30000,nM
Nc1c(-c2n(-c3ccc(C(C)(C)C)cc3)c3ncccc3n2)cccn1,,71000,nM
Clc1ccc(C(C(=O)N2CCN(c3ncnc4sc5c(c34)CCC5)CC2)CNC2CCCCC2)cc1,,45,nM
Brc1c(n(C)nc1)-c1c(Cl)sc(C(=O)N[C@](CN)Cc2c(C(F)(F)F)cccc2)c1,,25.120001,nM
Clc1c(-c2n(C)ncc2C)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)s1,,25.120001,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@]2[C@](c3cc(F)c(F)cc3)C[C@@](CC(=O)NC)NC2)o1,,1.7,nM
O(CCN1CCCCC1)c1cc(-c2n[nH]c3c2cc(-c2[nH]cnn2)cc3)ccc1,CC-401,30000,nM
N(c1nc(/C=C/c2ccccc2)nc(N2CCN(C)CC2)c1)c1n[nH]c(C)c1,ENMD-2076,30000,nM
Clc1cc(NC(=O)Nc2sc(CCNc3ncnc4c3scc4)cn2)ccc1,SNS-314,30000,nM
O=C(Nc1cc2C(=O)NNC=C3C(c4cn(C)nc4)=Nc(c23)c1)C(N)C1CCCCC1,PF-00477736,30000,nM
Clc1c(NC(=O)Nc2noc(C)c2)ccc(Oc2c3c(ncc2)cc(OC)c(OC)c3)c1,TIVOZANIB,30000,nM
Clc1c(-c2cc(C)c3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2)cc(OC(=O)c2ccccc2)cc1,TG100-801,30000,nM
O=C(/C=C/c1[nH]c2c(n1)cccc2)C=1C(=O)Nc2c(C=1c1ccccc1)cc(C)cc2,,1640,nM
Fc1cc2nc(/C=C/C(=O)C=3C(=O)Nc4c(C=3c3ccc(F)cc3)cc(F)cc4)[nH]c2cc1,,1640,nM
Clc1c(n(C)nc1)-c1c(C)sc(C(=O)N[C@](CN)Cc2cc(F)ccc2)c1,,25.120001,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)s1,,25.120001,nM
Clc1c(-c2n(C)ncc2)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)o1,,25.120001,nM
O=C1C(c2c3c(n(C)c2)cccc3)=C(c2c3c(n(C4CCN(Cc5ncccc5)CC4)c2)cccc3)C(=O)N1,ENZASTAURIN,30000,nM
Fc1c(OC2=NC=Nn3c2c(C)c(OC[C@](O)C)c3)ccc2[nH]c(C)cc12,BRIVANIB,30000,nM
Fc1c(-c2c(C(=O)N)ccc(N(C(=O)N)c3c(F)cccc3F)n2)ccc(F)c1,VX-702,30000,nM
O=C(O)C1CCC(c2n3N=CN=C(N)c3c(-c3[nH]c4c(OC)cccc4c3)n2)CC1,OSI-027,30000,nM
Fc1cc2/C(=C/c3c(C)c(C(=O)NC[C@](O)CN4CCOCC4)c(C)[nH]3)/C(=O)Nc2cc1,SU-014813,30000,nM
Brc1cc(F)c(Nc2c(F)c3ncn(C)c3cc2C(=O)NOCCO)cc1,BINIMETINIB,30000,nM
S(=O)(=O)(/C=C/c1c(OC)cc(OC)cc1OC)Cc1cc(NCC(=O)O)c(OC)cc1,RIGOSERTIB,30000,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@]2[C@](c3cc(F)c(F)cc3)C[C@@](CCO)NC2)o1,,0.12,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2.Cl.Cl,,300,nM
Brc1cc(Cl)c(Nc2c(F)c3ncn(C)c3cc2C(=O)NOCCO)cc1,SELUMETINIB,30000,nM
S(=O)(=O)(C(C)C)c1c(Nc2nc(Nc3c(OC)cc(N4CCC(N5CCN(C)CC5)CC4)cc3)ncn2)cccc1,ASP-3026,30000,nM
S(=O)(=O)(NC)Nc1c(F)c(CC=2C(=O)Oc3c(C=2C)ccc(Oc2ncccn2)c3)ccn1,AVUTOMETINIB,30000,nM
Fc1cc(F)cc(Cc2cc3c(NC(=O)c4c(NC5CCOCC5)cc(N5CCN(C)CC5)cc4)n[nH]c3cc2)c1,ENTRECTINIB,30000,nM
Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)c1,GEFITINIB,30000,nM
FC(F)(F)c1ccc(/C=C/c2occ(COc3ccc(CCCCn4nncc4)cc3)n2)cc1,MUBRITINIB,30000,nM
Clc1cc(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(O)cc1,IMD-0354,30000,nM
O=C(Nc1cc2N(C(=O)Nc2cc1)C1CCN(Cc2ccc(-c3c(-c4ccccc4)cc4C(=O)NC=Cc4n3)cc2)CC1)C=C,Borussertib,618,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4ccccc4)ccc3n2)cccn1.Cl,,8.1000004,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4cc(N)ccc4)ccc3n2)cccn1.Cl,,4,nM
O=C(C=C)N1C[C@@](N2C(=O)N(c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,,30000,nM
O=C(N1CCNCC1)c1ccc(/C=C/c2n[nH]c3c2cccc3)cc1,KW-2449,30000,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4cnccc4)ccc3n2)cccn1.Cl,,340,nM
NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2nc(-c2c[nH]nc2)cc3)cc1.Cl,,65,nM
Clc1c(-c2n(C)ncc2C)cc(C(=O)N[C@](CN)Cc2c(C(F)(F)F)cccc2)s1,,25.120001,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)o1,UPROSERTIB,1.3,nM
Clc1nc2n(c(-c3c(N)nccc3)nc2cc1)-c1ccc(CN)cc1.Cl,,2600,nM
O=C(N)C1=Nn2c(c(-c3ccc(C4(N)CCC4)cc3)nc2C=C1)-c1ccccc1,BAY-1125976,427,nM
Clc1ccc([C@](C(=O)N2CCN(c3c(C)c(CO)ncn3)CC2)CNC(C)C)cc1,,1000,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)C[C@@](C)c45)CC2)C3)CNC2CCC(OC)CC2)cc1,,0.5,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCNC(=O)CCCCCCCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N2[C@@](C(=O)N[C@@](C)c3ccc(-c4c(C)ncs4)cc3)C[C@](O)C2)cc1,,4.1999998,nM
NCc1ccc(-n2c(-c3c(N)nccc3)nc3c2nccc3)cc1.Cl,,100000,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2.Cl.Cl,,65,nM
O=S1(=O)CCC(Cn2nc3C(=O)N([C@@]4C(=O)N(C)c5c(OC4)cccc5)CCc3c2)CC1,TP-030n,1000,nM
O=C(N[C@@](C(C)(C)C)C(=O)N1[C@@](C(=O)N[C@@](C)c2ccc(-c3c(C)ncs3)cc2)C[C@](O)C1)CCCCCCCCCCNC(=O)CCc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(C3(N)CCC3)cc2)ccc1,,407,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNCCNC(=O)CCCCCCCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N2[C@](C(=O)N[C@@](C)c3ccc(-c4c(C)ncs4)cc3)C[C@@](O)C2)cc1,,8.1000004,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)C[C@@](C)c45)CC2)C3)CNC2C3C2COC3)cc1,,1.2,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(C)C)cc1,IPATASERTIB,8,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)[C@](C)Cc34)CC2)CNC(C)C)cc1,,18,nM
O=C(N)C1=Nn2c(c(-c3ccc(C4(N)CCC4)cc3)nc2C=C1)-c1ccccc1,BAY-1125976,427,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)c(F)cc2)o1,UPROSERTIB,1.5,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4ccccc4)ccc3n2)cccn1,MIRANSERTIB,9.8999996,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCN(C(=O)CCCCCCCCCCC(=O)N[C@@](C(C)(C)C)C(=O)N3[C@](C(=O)NCc4ccc(-c5c(C)ncs5)cc4)C[C@@](O)C3)CC2)cc1,,88,nM
Clc1ccc(C(C(=O)N2CCN(c3ncnc4sc5c(c34)CCC5)CC2)CNCC)cc1,,101,nM
O=C(Nc1cc2N(C(=O)Nc2cc1)C1CCN(C(=O)c2ccc(-c3c(-c4ccccc4)cc4C(=O)NC=Cc4n3)cc2)CC1)C=C,,18000,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,120,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCOCCOCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,564,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(C(=O)CCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,1000,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(C)CC4)cc2)nc3)ccc1)C=C,,1000,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,1000,nM
O=C(NCCCCCCCCCCCCN1CCN(c2cc(OC)c(Nc3nc4N(c5ccc(NC(=O)C6CC6)cc5)C(=O)C=C(C)c4cn3)cc2)CC1)CC12CC3CC(C1)CC(C2)C3,,1000,nM
O=C(N[C@@](C(C)(C)C)C(=O)N1[C@@](C(=O)N[C@@](C)c2ccc(-c3c(C)ncs3)cc2)C[C@](OCc2ccccc2)C1)CCCCCCCCCCNC(=O)CCc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(C3(N)CCC3)cc2)ccc1,,1800,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C(C)C,,33,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C(C)(C)C,,57,nM
Brc1c(Nc2c(P(=O)(C)C)c3OCCOc3cc2)nc(Nc2c(OC)cc(N3CCC(N4CC(COC)C4)CC3)c(C)c2)nc1,,10000,nM
O=C(Nc1cc(N2C(=O)C=C(C)c3c2nc(Nc2c(OC)cc(N4CCN(CCCCCCCCCCCCNC(=O)CC56CC7CC(C5)CC(C6)C7)CC4)cc2)nc3)ccc1)C=C,,52,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2.Cl.Cl,,65,nM
O=C(Nc1cc2N(C(=O)Nc2cc1)C1CCN(C(=O)c2ccc(-c3c(-c4ccccc4)cc4C(=O)NC=Cc4n3)cc2)CC1)C=C,,4200,nM
O=C(Nc1cc2N(C(=O)Nc2cc1)C1CCN(Cc2ccc(-c3c(-c4ccccc4)cc4C(=O)NC=Cc4n3)cc2)CC1)C=C,Borussertib,650,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NCC(=O)N(C)c34)CC2)CNC(C)C)cc1,,212,nM
O=C(Nc1cc2N(C(=O)Nc2cc1)C1CCN(Cc2ccc(-c3c(-c4ccccc4)cc4C(=O)NC=Cc4n3)cc2)CC1)C=C,Borussertib,4300,nM
Clc1ccc([C@](C(=O)N2C[C@@]3N(c4ncnc5NC(=O)O[C@@](C)c45)[C@](C2)CC3)CNC(C)C)cc1,,0.2,nM
OC=1c2n(c(c(-c3ccc(C4(N)CCC4)cc3)n2)-c2ccccc2)N=CC=1,,50000,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)CN(C)c34)CC2)CNC(C)C)cc1.Cl,,0.40000001,nM
Clc1ccc([C@](C(=O)N2[C@]3CN(c4ncnc5NC(=O)O[C@@](C)c45)C[C@@]2CC3)CNC(C)C)cc1,,0.40000001,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)O[C@@](C)c45)CC2)C3)CNC(C)C)cc1,,0.1,nM
O=C1N2C(=NN1)c1c(nc(c(-c3ccccc3)c1)-c1ccc(C3(N)CCC3)cc1)C=C2,MK-2206,65,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)C[C@@](C(F)(F)F)c34)CC2)CNC(C)C)cc1,,1,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)O[C@](C)c34)CC2)CNC(C)C)cc1.O=CO,,42,nM
Clc1ccc([C@](C(=O)N2CC=C(c3ncnc4NC(=O)C[C@@](C)c34)CC2)CNC(C)C)cc1,,24,nM
O=C(N[C@@](C(C)(C)C)C(=O)N1[C@](C(=O)N[C@@](C)c2ccc(-c3c(C)ncs3)cc2)C[C@@](O)C1)CCCCCCCCCCNC(=O)CCc1cc(-c2nc3n(c(-c4c(N)nccc4)nc3cc2)-c2ccc(C3(N)CCC3)cc2)ccc1,,544,nM
O=C(N(C)C1CCN(c2cc(-c3nc4n(c(-c5c(N)nccc5)nc4cc3)-c3ccc(C4(N)CCC4)cc3)ccc2)CC1)C,VEVORISERTIB,1.3,nM
Brc1c2c(N3CCN(C(=O)C(N4CCN(C)CC4)c4ccc(Cl)cc4)CC3)ncnc2[nH]c1,,4.6999998,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)[C@@]5[C@](c34)C5)CC2)CNC(C)C)cc1,,12,nM
Clc1ccc([C@](C(=O)N2CC3(C2)CN(c2ncnc4NC(=O)C[C@@](C)c24)C3)CNC(C)C)cc1,,953,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4[C@](O)C[C@@](C)c34)CC2)CNC(C)C)cc1,IPATASERTIB,22,nM
Clc1ccc([C@](C(=O)N2[C@@](C)CN(c3ncnc4NC(=O)C[C@@](C)c34)CC2)CNC(C)C)cc1.O=CO,,8.5,nM
Clc1ccc([C@](O)(CN)c2ccc(-c3c[nH]nc3)cc2)cc1,AT-13148,50,nM
Clc1ccc([C@](C(=O)N2[C@@]3[C@](N(c4ncnc5NC(=O)C[C@@](C)c45)CC2)C3)CNC(C)C)cc1,,13,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)C[C@@](C)c45)CC2)C3)CNC(C)C)cc1,,0.1,nM
O=C(N)C1=Nn2c(c(-c3ccc(C4(N)CCC4)cc3)nc2C=C1)-c1ccccc1,BAY-1125976,530,nM
Nc1c(-c2n(-c3ccc(C4(N)CCC4)cc3)c3nc(-c4ccccc4)ccc3n2)cccn1,MIRANSERTIB,16,nM
Clc1c(-c2n(C)ncc2Cl)cc(C(=O)N[C@](CN)Cc2cc(F)ccc2)s1,AFURESERTIB,2.5999999,nM
Clc1ccc([C@@](NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)CCN2CCN(C(=O)CCOCCOCCOCCOCCOCCNc3c4C(=O)N(C(=O)c4ccc3)C3C(=O)N(C)C(=O)CC3)CC2)cc1,,23,nM
Clc1ccc([C@](C(=O)N2C3CN(c4ncnc5NC(=O)C[C@@](C)c45)CC2CC3)CNC(C)C)cc1,,0.2,nM
O=C(N)C1=Nn2c(c(-c3ccc(C4(N)CCC4)cc3)nc2C=C1)-c1ccccc1,BAY-1125976,427,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)CC(C)c34)CC2)CNC(C)C)cc1,,1.6,nM
Clc1ccc([C@](C(=O)N2C[C@]3[C@@](C2)CN(c2ncnc4NC(=O)C[C@@](C)c24)C3)CNC(C)C)cc1,,6.5999999,nM
Clc1ccc([C@](C(=O)N2CC3N(c4ncnc5NC(=O)C[C@@](C)c45)C(C2)CC3)CNC(C)C)cc1,,0.30000001,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)C[C@](C(F)(F)F)c34)CC2)CNC(C)C)cc1,,135,nM
Clc1ccc([C@](C(=O)N2CCC(c3ncnc4NC(=O)C[C@@](C)c34)CC2)CNC(C)C)cc1,,661,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)C[C@@](C)c34)CC2)CNC(C)C)cc1,,0.2,nM
Clc1ccc([C@](C(=O)N2CCN(C3=CC(=O)NC=C3)CC2)CNC(C)C)cc1,,1000,nM
Clc1ccc([C@](C(=O)N2C3(CN(c4ncnc5NC(=O)C[C@@](C)c45)CC2)CC3)CNC(C)C)cc1,,4.4000001,nM
Clc1ccc([C@](C(=O)N2[C@]3[C@@](N(c4ncnc5NC(=O)C[C@@](C)c45)CC2)C3)CNC2CC2)cc1,,0.1,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)C[C@](C)c34)CC2)CNC(C)C)cc1,,160,nM
O=C(N)C1=Nn2c(c(-c3ccc(C4(N)CCC4)cc3)nc2C=C1)-c1ccccc1,BAY-1125976,200,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)[C@@](C)Cc34)CC2)CNC(C)C)cc1,,9.1000004,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)OC(C)c34)CC2)CNC(C)C)cc1,,1.2,nM
Clc1ccc([C@](C(=O)N2CCN(c3ncnc4NC(=O)[C@]5[C@@](c34)C5)CC2)CNC(C)C)cc1,,61,nM
Clc1ccc([C@](C(=O)N2C[C@@]3N(c4ncnc5NC(=O)CN(C)c45)[C@](C2)CC3)CNC(C)C)cc1,,0.5,nM
